Gene	H911	DIVID1	DIVID2	DIVID3	DIVID4	DIVID5	H1204	H1778	H1499	H1530
GLG1	20.659	30.7922	44.8704	25.0746	14.2941	16.4263	30.3971	27.2534	16.2141	20.0446
RFWD3	5.76729	5.15255	10.0982	6.69074	1.09661	8.04184	3.34796	2.31493	6.25931	5.44729
FA2H	3.32343	2.06953	4.55376	11.4047	1.0539	2.29417	2.22561	1.32264	2.64108	0.492107
WDR59	5.71716	10.3761	10.1519	2.07007	6.53753	5.36438	6.48218	5.37746	4.00197	5.13287
ZFP1	5.27902	5.22669	2.64434	1.50249	11.5713	3.22671	2.28517	2.01533	4.32109	0.455815
CTRB2	745.308	1808.41	12831.4	3286.96	728.161	922.062	1603.58	169.974	1757.52	1368.29
CTRB1	493.438	6691.2	13230.7	8445.89	1296.69	2482.28	1548.67	140.828	2145.39	1421.63
BCAR1	8.94836	3.64994	5.99878	7.41145	8.96733	3.5694	6.21499	12.9134	9.32425	14.4214
CFDP1	13.5807	16.0144	7.55802	6.48515	12.4093	15.1982	16.6377	24.3099	6.77903	17.602
TMEM170A	5.28936	5.46974	6.99586	0	1.59414	8.89106	3.50018	3.80984	6.25931	0.174197
GABARAPL2	27.0445	55.8709	30.6319	14.4125	44.2407	39.1152	27.5922	24.8214	22.722	22.4197
ADAT1	4.19944	2.88616	3.90286	1.95884	9.94343	2.23944	2.14557	2.20581	3.94776	0.38033
KARS	53.0624	54.1207	61.8863	103.071	40.7383	35.807	58.3375	33.7998	37.6897	43.4539
TERF2IP	20.523	63.1584	70.0255	14.6205	47.1455	35.9812	57.3188	35.4323	39.7174	33.1944
MON1B	6.42125	4.71671	8.57893	8.95258	2.04634	3.74316	6.20093	9.26933	7.51193	5.81648
ADAMTS18	1.0798	1.39208	1.31931	0	10.3211	1.6327	2.07492	0.898857	1.26235	0.020323
NUDT7	2.14648	3.34254	3.69845	3.38362	1.03213	2.42613	6.84323	1.56045	2.75288	0.288877
VAT1L	1.9591	2.69166	2.5963	2.25977	7.95897	2.94812	5.64464	5.89479	11.3068	13.5538
WWOX	2.66114	5.12075	5.67639	1.89751	9.67607	4.32937	3.62435	2.59724	3.34976	2.36941
CDYL2	2.79309	1.3823	1.93095	9.81887	10.1329	4.15075	5.02726	1.63281	3.31359	0.349119
C16orf61	14.701	21.4912	29.0327	18.0257	35.5502	31.0128	16.6097	22.9376	10.2801	16.6958
ATMIN	8.49019	12.2512	7.62209	27.8081	12.2857	7.79032	12.1549	7.77046	12.2352	10.0274
C16orf46	1.10611	1.1934	1.50784	7.65007	1.03213	1.55431	0	0.903954	1.83514	0
GAN	3.16722	2.66059	4.91147	6.34887	7.79512	6.18683	3.02903	1.77241	6.30911	0.450735
CMIP	12.4717	4.17187	7.55802	2.45791	1.12797	2.90365	9.22711	6.39577	7.24449	7.03842
PLCG2	1.77494	5.60676	5.35368	1.50249	1.09661	2.34774	2.21564	1.40955	1.89009	0.250408
SDR42E1	4.85324	4.18103	2.48332	17.5167	8.44843	3.66651	4.18838	1.55028	3.83836	0.442025
HSD17B2	4.69717	8.14139	4.91147	16.9792	11.1538	13.5002	18.0631	3.45536	1.26235	10.2069
MPHOSPH6	6.99581	3.19576	5.88004	1.5791	1.16897	7.10685	1.80699	4.18211	3.2544	5.4105
HSBP1	36.7813	34.6518	31.0282	24.3476	70.9386	50.5549	46.1906	56.5142	21.3088	37.432
MLYCD	5.07576	11.8493	21.4821	11.2391	12.3917	18.3835	10.7261	10.7325	8.44775	9.73689
OSGIN1	1.871	1.44999	7.1407	1.68112	1.0539	1.9121	2.07492	4.28152	6.42887	4.91395
NECAB2	3.48121	4.78067	5.86308	1.7597	1.08603	3.5694	5.12421	1.58575	4.41735	0.547995
MBTPS1	19.3157	29.2319	30.282	28.0809	39.0936	31.5165	45.0705	30.9662	19.3069	21.0813
HSDL1	4.70801	9.34959	4.40325	11.2391	4.76549	7.00503	3.63319	3.55934	3.53225	4.71156
COTL1	21.314	11.0491	13.6911	9.54574	10.1894	6.41637	8.64059	18.6559	9.04198	18.6906
KLHL36	4.32366	3.11671	4.45146	8.2684	1.23875	4.15075	6.29962	4.82836	7.45923	0.533478
USP10	7.43731	6.72913	7.3014	2.66179	1.38123	4.16878	6.92583	4.92431	5.57539	5.21129
CRISPLD2	21.1449	5.81709	7.83005	9.33274	5.30243	4.90735	14.2243	16.7551	7.28421	11.9746
ZDHHC7	8.92134	5.89057	7.50995	9.47357	6.6043	3.41074	6.98761	5.29591	8.43173	7.66364
KIAA0513	2.84052	4.3087	5.64244	12.9629	6.2361	4.95846	5.56495	4.63241	3.90584	0.447105
KIAA0182	5.65175	8.84604	10.5048	8.12318	1.1588	4.06	6.98075	6.19671	7.89509	5.6949
COX4NB	6.46602	4.63132	11.6588	4.20074	6.04551	7.63901	4.09426	4.97244	9.26486	0.464525
COX4I1	187.455	108.083	238.809	221.066	434.659	247.705	279.018	235.048	192.103	277.791
FBXO31	5.1908	10.0993	25.7255	20.2634	9.71443	6.64738	8.58858	12.5689	7.90158	9.79509
MAP1LC3B	11.4806	22.3654	11.9207	2.16943	1.09661	5.96432	15.3089	2.1169	9.73071	0.3767
ZCCHC14	5.40262	4.5672	4.4344	1.59414	1.20913	3.03568	5.01978	3.5924	6.43887	1.42721
SLC7A5	12.8663	1.46426	2.08523	1.7597	1.1588	2.64942	1.38416	10.7796	7.61383	4.64429
BANP	2.02121	1.79578	3.06742	6.82818	1.59414	4.11457	2.364	1.4677	2.70749	0.367991
ZC3H18	4.56091	3.89458	1.80875	1.50249	1.0539	2.26696	3.1118	1.91977	3.43936	0.54001
CYBA	7.5748	10.2034	31.6437	35.8633	14.4136	23.0711	9.13107	21.9085	7.90484	10.2012
MVD	6.69331	3.04707	2.95922	3.47671	1.43599	5.88988	2.47132	10.3568	3.52345	11.3611
SNAI3	1.02938	1.3823	1.16898	13.0562	0	1.43099	0.587365	0.671009	0.501351	0
RNF166	1.39801	1.46901	3.18992	8.64532	1.01005	3.83779	2.77727	1.52813	2.69226	0.231537
CTU2	4.2718	1.7372	4.17626	9.61784	1.0539	4.67628	2.92711	4.83368	3.04977	4.73228
FAM38A	7.01034	1.37248	2.81863	4.48331	1.04305	1.47278	2.77727	1.26857	4.07652	6.15087
APRT	39.3345	11.9152	45.85	22.3528	6.43721	37.9351	18.2974	30.655	20.4186	38.2804
GALNS	3.08003	2.51414	4.26171	1.51801	1.31581	2.697	4.73294	3.87764	2.95912	0.492832
TRAPPC2L	21.8929	7.34478	35.0906	12.9228	37.8311	31.8423	35.7773	25.6861	19.7842	23.3255
ACSF3	2.30045	2.78428	1.68441	13.2821	1.50733	3.80009	5.52862	1.98332	2.47274	0.29686
ANKRD11	3.52089	3.26449	2.41817	3.72237	1.59414	1.50025	2.29506	1.35559	6.24604	0.177826
SPG7	5.222	5.14196	3.74247	12.0339	2.23188	5.71556	6.50315	6.0621	2.87179	4.75819
RPL13	95.0365	62.3656	121.134	43.277	89.2203	151.85	89.5714	106.362	79.0265	83.364
SNORD68	1225.74	1841.58	488.823	2290.65	1802.21	498.386	805.61	118.469	2949.63	1265.2
DPEP1	5.83222	75.2653	161.372	142.628	56.2118	163.085	46.6848	1.59842	10.4579	0.560334
CHMP1A	20.3245	11.6509	26.0414	21.208	17.2084	20.1102	14.2532	25.5645	19.9042	26.5965
CDK10	5.14909	8.98705	20.1993	1.53343	1.10712	5.13668	13.416	4.92965	3.3947	0.375975
SPATA2L	1.86223	2.93671	4.23327	1.5791	2.08292	6.21147	3.39291	3.01881	6.9789	0.397024
TCF25	22.4806	25.2401	55.9078	31.7399	13.2118	17.7221	45.6557	44.3558	20.1524	32.3032
TUBB3	29.2158	1.55762	1.27533	2.07007	1.16897	2.83601	2.61585	11.0479	4.18322	17.9934
DEF8	3.33325	3.12662	3.98967	6.38286	1.48079	5.06042	5.04222	3.08669	3.56733	0.402104
CENPBD1	2.44719	2.06953	1.82634	2.16943	1.09661	2.3211	3.16667	2.48408	5.42763	0.485574
DBNDD1	6.17758	2.15836	7.57404	2.78448	1.01005	2.34774	6.61471	1.59414	7.90811	5.34751
GAS8	4.41735	3.42976	4.20479	9.6754	1.02113	1.5409	3.97371	1.49201	3.0828	0.26565
RPH3AL	9.00237	11.5845	32.5064	9.54574	10.9155	21.0461	12.011	32.3695	7.80048	22.0614
FAM101B	7.90363	3.09686	2.64434	1.50249	1.08603	2.72054	1.36263	5.11744	7.69581	4.69603
VPS53	3.29403	2.71232	3.23555	7.02296	6.18828	2.47719	4.95231	1.52128	3.58044	0.454364
FAM57A	6.2562	2.15836	1.77345	1.53343	7.23534	2.47719	3.90444	3.6755	6.96226	3.07236
GEMIN4	5.59112	4.63132	7.46186	5.95581	8.253	7.13229	6.52411	4.17048	6.60224	4.6805
GLOD4	13.172	19.0903	19.0371	11.6108	28.5799	24.6476	26.5702	14.5723	10.5635	15.4006
RNMTL1	4.26144	6.83735	9.69966	17.8522	17.2623	7.63901	4.59522	3.37942	7.06868	4.74264
NXN	5.96627	12.4384	28.2729	38.6578	9.81007	20.4134	12.1156	6.163	3.47931	8.5233
TIMM22	7.55114	5.43808	5.26869	9.28951	1.43599	6.67298	7.61802	9.53143	6.31907	9.78345
ABR	13.2358	6.08969	10.125	11.9115	4.26315	3.41074	7.53074	22.6915	7.15168	15.4956
YWHAE	195.145	140.422	127.883	104.106	175.991	159.439	232.236	179.483	143.267	206.773
CRK	18.6683	13.2025	21.0485	15.3944	15.1004	19.7514	16.5887	16.0857	12.8037	14.1259
MYO1C	23.1381	19.5308	33.7507	40.0942	8.08979	15.6025	31.0691	24.7927	7.83964	32.6081
INPP5K	5.7723	4.36311	12.8465	9.6466	1.55971	6.49347	6.73962	3.72009	7.03544	9.94041
LOC100306951	4.61015	6.10016	6.20221	107.083	16.0927	13.2986	3.96507	2.71703	7.04541	4.85159
PITPNA	11.6837	4.47092	8.54716	13.136	7.26839	4.49527	6.51713	5.67886	9.2085	13.1837
SLC43A2	6.5948	4.82328	8.21304	2.69328	1.12797	3.3906	6.59383	17.1263	8.4862	13.4468
PRPF8	50.2803	47.5979	64.9529	28.7687	12.4797	17.7221	38.8449	74.7915	79.807	61.2459
C17orf91	5.73221	10.0384	4.63897	2.52912	7.46637	7.41143	5.63017	1.7153	9.95222	0.39412
MIR22	19.2469	13.8507	0	4.14048	0	6.08809	14.2026	10.2168	20.4961	15.8069
SERPINF2	1.0798	1.32779	3.17467	1.51801	1.0539	3.76219	5.91749	0.101879	0.560334	0.0406459
SERPINF1	6.39134	25.1941	98.927	103.917	47.1565	66.6665	35.6538	2.1262	7.21136	0.413718
SMYD4	1.41512	3.49717	5.40465	9.8332	9.25784	2.88123	1.72262	1.27422	2.57358	0.1321
RPA1	10.1063	12.0959	11.6877	3.31222	13.7001	8.34259	8.84145	10.2946	8.50219	11.7365
RTN4RL1	1.63688	1.46426	2.83433	0	1.06468	1.97559	2.08504	2.35807	1.89009	0.36291
DPH1	12.4844	11.0407	30.9173	26.9876	14.6314	13.5988	15.7637	20.7745	14.525	23.1368
OVCA2	20.245	12.6247	50.8617	3.40711	10.5825	19.1705	25.1432	27.529	20.9226	33.2822
MIR212	0	2.8557	0	0	0	13.8934	0	0	0	0
HIC1	4.87994	1.28222	1.21525	1.50249	3.62705	1.87953	2.07492	3.4119	2.57881	0.309199
SMG6	5.09676	4.2541	3.0828	10.5423	4.36564	1.77815	2.58711	3.20271	6.50885	0.355652
SRR	5.98604	3.71623	6.85083	0	1.0539	4.65049	3.44665	2.26729	3.51023	4.70638
TSR1	8.8988	9.41339	6.43065	1.56397	1.14858	3.41074	7.32152	5.39926	8.5949	6.52421
SNORD91B	11942	29675.4	10882.7	21844.5	24607.7	8198.45	2096.49	10800.9	6766.64	11422
SNORD91A	5413.53	30369.3	3330.73	4798.21	32047	12282.9	2728.87	12943.4	3985.35	4066.4
MNT	5.21681	3.16619	4.45146	6.74799	1.62739	2.3211	5.80305	2.30061	4.24427	0.546543
METT10D	4.38607	5.30075	6.36585	12.9228	1.1383	3.98664	6.05967	4.56398	6.57222	4.42249
PAFAH1B1	21.9546	27.9077	30.5366	15.3688	28.901	21.1286	26.9357	25.0245	20.4596	21.2413
KIAA0664	8.12676	4.24499	6.11746	11.3495	1.07539	2.72054	9.21432	4.88161	7.47241	10.7661
RAP1GAP2	14.9928	28.0061	29.547	12.7221	12.9171	13.7218	30.2802	53.6285	10.7187	33.4933
OR3A2	0	1.10032	0	1.5791	11.245	1.38842	0	0.775162	1.41987	0
ASPA	0.998363	1.87684	1.14541	0	11.3542	2.55217	1.68006	0.152818	1.11371	0.0892759
SHPK	4.14792	3.08692	4.96253	15.086	2.11977	4.46933	4.16276	1.70657	3.81292	0.431137
CTNS	1.88856	1.39208	2.10219	7.88736	0.998898	2.50239	2.7111	1.1579	1.77115	0.152422
TAX1BP3	110.322	11.0238	13.184	11.5285	1.55104	16.6829	27.7208	36.7033	21.904	41.5787
TMEM93	7.4278	3.16619	6.60864	2.3022	1.0539	9.33723	2.39338	5.32849	6.67897	5.84295
C17orf85	5.45381	10.2899	8.83286	2.42081	1.43599	4.15075	8.6211	4.42257	7.17158	0.454364
CAMKK1	1.65402	3.5451	4.07605	3.26376	5.57747	2.74393	5.60845	2.1169	6.02223	0.502993
P2RX1	1.20782	27.2795	54.3831	61.7533	15.4933	27.0149	6.87768	0.626614	2.65137	0.0558881
ATP2A3	18.4086	23.6101	48.451	34.2849	29.5491	20.0551	14.9945	72.8724	37.1558	58.668
ZZEF1	6.66873	10.1861	7.39771	7.52523	4.46044	5.59054	6.71884	6.15177	8.24839	6.7858
CYB5D2	6.6638	4.3087	8.05361	12.2103	8.57845	9.89298	8.11683	15.9349	6.40889	9.92293
ANKFY1	7.28469	6.83735	6.25233	17.8026	3.08441	3.9682	5.60121	5.17138	3.83413	10.743
UBE2G1	8.08507	7.03065	12.156	1.95884	11.5894	14.0156	7.95807	3.46081	9.22729	5.71602
SPNS2	3.89242	1.91125	1.32656	0	1.48079	3.3906	2.46162	1.49374	3.12499	4.32553
MYBBP1A	8.70879	3.32308	5.06462	3.6787	1.1588	3.10022	5.59396	4.8124	7.71873	8.93967
GGT6	2.15548	10.3847	8.54716	17.0544	2.78682	9.06484	8.68605	1.02827	1.7999	0.3317
PELP1	8.27913	5.46974	19.8276	6.62211	1.08603	4.7792	9.82478	10.9294	9.34298	14.4456
ARRB2	5.38209	4.67403	6.93143	0	3.48745	3.78117	3.8	2.88967	2.40208	1.77493
MED11	6.65396	3.21544	24.8879	1.68112	16.1035	8.3676	6.46119	7.32184	3.61966	10.4322
CXCL16	11.5249	3.34254	5.57452	6.18049	8.70827	4.39982	7.98458	2.87942	8.04788	9.91715
PSMB6	74.4994	27.1352	53.1027	37.2706	24.1401	68.6499	55.4508	73.585	76.5285	69.0797
MINK1	8.52213	7.52166	18.0267	12.8427	1.1588	3.5104	10.8256	11.911	7.67287	14.0731
CHRNE	1.11587	1.48789	1.42576	10.4297	1.01005	1.58093	1.0138	0.724238	0.993804	0.0225004
SLC25A11	11.3283	6.54351	11.343	18.9121	10.3023	16.5431	10.5038	22.2132	4.41735	15.2777
RNF167	25.8728	28.0329	66.1598	27.1173	15.1659	38.2952	44.5039	47.6513	21.6517	46.6862
PFN1	114.565	18.4906	69.933	45.5917	12.9867	27.6663	52.1888	131.259	37.336	113.455
ENO3	1.03958	1.13923	2.136	0	10.3023	1.35959	0.0908649	0.585136	0.294913	0
SPAG7	14.2543	6.59605	12.3043	2.07007	13.9907	24.2407	13.4819	24.7494	11.3907	18.9339
CAMTA2	6.20199	3.35226	5.79521	7.7067	2.30794	2.40025	7.44318	5.91703	5.18398	6.03919
KIF1C	11.8551	12.0795	31.5807	28.554	2.62286	8.51749	16.5606	20.6143	11.9423	15.6889
ZFP3	3.36274	2.16938	1.98273	6.64498	12.6553	2.40025	2.91781	1.42553	3.78741	0.441299
RABEP1	6.70313	18.1247	5.55754	8.01108	9.69525	6.08809	6.33484	5.1444	6.50219	2.52855
NUP88	8.26531	10.4621	9.30769	2.16943	4.26315	21.2109	8.85437	5.85589	10.6696	4.92435
RPAIN	2.34612	4.28142	2.83433	0	4.46044	5.06042	6.52411	3.18151	4.25238	2.36941
C1QBP	48.9909	26.8733	30.6954	56.3042	17.1006	47.2319	54.832	58.175	37.1212	50.8525
DERL2	13.8297	14.2834	21.0268	27.5349	20.9558	43.6138	16.8968	11.6857	11.3571	14.8834
MIS12	6.21174	5.07834	3.87382	2.12103	1.08603	5.13668	5.48494	2.47431	3.96447	4.76856
LOC728392	37.179	10.9139	47.231	6.77089	9.8673	18.6554	18.6819	92.2496	46.8959	51.9614
KIAA0753	2.54908	4.00611	4.55376	6.96568	1.1588	2.47719	1.82794	1.2967	2.57881	0.30557
TXNDC17	6.6244	3.98758	2.56416	1.83143	10.768	14.4289	2.53902	2.75229	3.69751	1.87675
MED31	1.88856	2.21332	3.65429	1.54875	15.3624	5.23807	1.41627	1.75479	3.92263	0.530574
C17orf100	1.66261	3.5451	1.47395	1.54875	10.3773	1.51387	7.13803	1.8167	2.05231	0.211939
RNASEK	62.6973	18.1247	88.2156	5.86106	9.5028	18.1106	54.4592	129.413	79.1538	104.567
C17orf49	31.3128	10.4363	10.6974	2.21558	43.3422	13.5988	15.7496	29.7834	19.9658	17.4799
DLG4	4.28216	4.23587	5.33668	1.83143	2.15687	2.76717	8.24853	10.7246	6.94229	6.80825
ACADVL	31.0379	78.427	73.8385	68.0007	42.9366	56.4533	79.7988	60.071	48.2405	35.74
DVL2	2.41034	4.15354	2.8029	6.42827	1.02113	3.9682	4.19691	1.84344	5.26388	0.277989
PHF23	11.3093	7.43273	10.2328	5.89904	13.4332	5.93953	9.17592	12.5442	7.87228	7.99185
GABARAP	149.245	85.0622	112.678	146.026	98.1161	67.5606	97.8688	117.427	57.1865	116.15
CTDNEP1	15.394	5.9535	5.79521	6.47377	2.78682	6.46778	8.94469	15.3291	8.39323	13.4468
C17orf81	5.08101	4.08921	4.80931	1.5791	11.0624	6.95406	5.1762	5.18758	5.32465	5.46831
CLDN7	52.8667	10.0819	9.67338	9.40117	3.81731	16.1686	17.7799	18.2606	21.3088	24.5084
EIF5A	45.8191	20.5881	31.628	40.3284	12.0373	40.2522	16.7079	31.9652	40.1515	32.3728
GPS2	19.9151	13.1946	20.2648	2.3022	9.1611	6.03863	26.2539	20.1915	12.1315	16.1711
KCTD11	4.43402	3.29382	4.0904	9.4446	2.50276	2.92595	4.80134	2.16356	3.63268	0.431863
PLSCR3	9.11008	2.60856	3.44648	1.53343	1.1588	3.98664	6.64252	4.10089	3.55419	11.1328
C17orf61	18.0361	12.1613	34.4608	4.03875	24.6046	59.4133	28.809	25.6768	7.36355	26.5557
NLGN2	2.72696	1.47374	1.09733	1.54875	1.01005	1.87953	3.24856	3.63109	2.88157	0.224278
CHRNB1	3.59057	3.06701	5.43864	18.9244	1.07539	5.56549	2.7867	1.32264	2.4942	0.157503
ZBTB4	11.8107	10.9308	21.6768	19.3105	7.40044	5.43993	15.5793	19.6512	12.2093	11.7478
POLR2A	10.929	5.86958	19.2571	6.77089	2.23188	3.5104	5.78152	5.61279	8.92522	12.612
TNFSF12	4.76739	4.84456	12.0086	2.62968	10.0004	3.85656	4.57983	2.93594	1.83514	0.439847
SENP3	8.60875	12.0795	10.6974	21.8304	13.0214	13.5988	11.9981	15.6097	9.26799	13.9468
EIF4A1	80.1395	28.6031	38.5813	16.7783	37.969	31.6646	59.0131	56.836	39.319	45.2541
SNORA48	9394.65	9914.64	12666.2	1739.72	20511.4	21050	6646.38	36225.9	12426	23735.9
SNORD10	10058.5	9264.98	7502.36	3165.81	18373.1	14099.1	5988.02	28161	10131.5	12106.3
SNORA67	2306.15	1979.66	2063.29	558.892	3867.2	3870.51	1403.97	6611.27	2618.07	6096.57
CD68	29.1871	4.07078	1.64845	3.9769	7.10299	3.37039	10.3688	15.3291	11.8653	25.7926
MPDU1	26.803	12.7618	28.208	16.8161	36.3918	37.4534	18.3112	26.8802	19.1535	37.0281
FXR2	8.3986	9.91628	28.4999	6.5764	6.5041	8.5674	7.49709	20.6944	11.6779	14.9433
SAT2	12.9617	25.3781	29.7072	20.7548	16.2992	41.7161	50.9237	18.6559	11.0982	13.4179
ATP1B2	1.09957	1.59414	2.3361	7.06875	0	0	0.302884	0.896294	1.81409	0.092905
TP53	12.9045	3.92254	5.50659	24.1975	1.26796	4.20473	5.47764	2.25306	2.30163	13.9672
WRAP53	4.50041	2.22427	3.14412	14.6075	4.06192	2.92595	5.36059	1.74599	2.08948	2.83418
EFNB3	1.55105	2.75351	4.96253	1.54875	2.11977	3.76219	5.52135	4.84431	3.58044	0.520413
KDM6B	6.3564	3.9783	4.72416	7.63873	14.0232	8.04184	7.67162	1.47814	4.02274	0.272909
LSMD1	8.95284	6.20474	28.8715	9.25706	1.32527	45.3097	7.83183	29.8283	11.065	14.0202
CHD3	7.09733	11.5347	6.25233	13.7316	2.66343	2.42613	9.777	3.75366	7.25773	1.81914
SCARNA21	143.79	128.876	241.828	15.8927	296.307	436.892	357.379	138.234	81.4938	52.5118
TRAPPC1	38.7485	7.73317	27.0651	50.624	25.2053	13.4755	25.9234	45.1176	13.2397	42.5249
PER1	4.65918	22.9392	71.946	16.3495	10.2083	15.1504	15.8204	5.17678	20.3415	6.76346
VAMP2	9.19057	10.0297	14.091	12.7623	12.1794	3.62784	18.0976	6.45499	11.6015	14.9154
TMEM107	92.1499	164.014	68.3246	45.8902	100.174	690.575	306.153	33.5828	72.4787	17.8644
C17orf59	1.65402	3.67839	5.31969	5.5724	1.16897	6.26189	4.1713	2.69694	3.35427	0.472509
PFAS	4.90126	2.43997	1.94826	1.51801	1.62739	2.06717	2.54865	1.53155	2.00178	1.63193
RANGRF	6.09925	3.17606	4.84338	0	1.03213	3.22671	1.97294	10.1625	6.58222	11.3155
RPL26	74.1709	60.9532	118.984	131.787	152.089	164.643	66.1505	66.5075	54.5573	49.5951
NDEL1	7.63147	13.6393	20.0683	14.7501	12.1084	17.3545	8.16958	13.5349	8.31927	13.2228
MYH10	11.8043	13.1707	9.21285	7.84227	2.08292	3.32974	8.18933	24.1152	6.81904	15.2698
MFSD6L	1.37792	2.66059	3.97523	8.32409	3.30546	5.16206	2.73951	1.3208	2.31296	0.166213
STX8	16.474	9.71446	7.34956	1.59414	39.1738	37.9865	16.378	19.3587	7.41307	13.9835
GLP2R	0.966711	1.4212	1.73797	1.54875	12.1972	3.26817	0.514902	0.867363	0.73054	0.0036291
SCO1	7.69743	10.6248	10.2598	27.65	8.38334	6.80089	7.38917	4.70106	7.39657	4.99723
C17orf48	3.86199	3.35226	6.75402	0	15.4824	4.11457	5.77434	1.45371	3.07338	0.223552
TMEM220	1.55647	4.08	1.73797	1.51801	1.47189	7.96647	4.231	0.974125	2.45657	0.0979857
MAP2K4	6.84021	10.0384	5.20069	16.5264	14.2073	15.7918	8.87375	3.63109	6.8557	4.42764
ARHGAP44	3.03182	3.01708	2.7239	2.12103	1.19917	2.21161	4.33287	2.91021	6.63894	0.386862
ELAC2	11.5313	6.41379	20.6137	7.54796	7.59805	6.03863	13.6792	11.4934	7.74164	15.0431
COX10	5.36668	3.04707	3.0057	1.59414	4.31423	2.88123	5.20583	1.56045	3.85106	0.505897
PMP22	5.56578	6.16293	6.08356	2.12103	1.11757	4.36466	8.4059	2.69193	6.24273	4.67533
CDRT4	2.64241	3.14642	2.81863	14.6075	1.03213	3.12154	2.51972	1.52299	3.497	0.34549
TRIM16	2.35527	1.2409	1.33378	1.54875	0	1.4027	0.807653	1.07992	1.62659	0.813576
ZSWIM7	7.70684	4.23587	7.38166	21.6639	1.08603	6.46778	6.39108	3.77609	3.663	5.08066
TTC19	9.29323	25.2217	12.0086	2.8429	17.1006	20.3032	15.1018	4.74341	18.9564	11.1956
NCOR1	9.32442	12.4384	19.8932	9.70411	1.24853	3.76219	11.855	11.911	8.64595	12.6345
PIGL	2.98376	3.2547	1.56125	1.5791	17.456	3.10022	2.80552	1.1639	4.12181	0.00508074
UBB	108.643	109.166	363.512	101.542	120.877	183.97	249.166	265.73	110.796	245.431
TRPV2	5.54041	2.36514	2.18646	3.47671	1.09661	4.13268	2.35418	2.10296	2.2559	5.12765
NCRNA00188	78.481	79.4139	89.9857	130.492	185.137	161.268	138.697	70.6811	88.7469	87.676
SNORD49B	172.666	53.699	227.438	262.288	17.9065	297.912	229.689	89.6656	78.9782	99.4129
SNORD49A	3248.11	19123.6	2027.95	5527.71	46067	18764	6226.45	17649.8	3168.53	6642.62
SNORD65	34899.6	125406	13794.1	22988.7	68621	50955.3	20378.3	32307.2	27825.9	18188.8
MPRIP	6.92787	5.36416	7.70212	7.02296	1.31581	2.62538	4.7177	9.53143	4.80315	5.13287
PLD6	1.15762	2.59812	6.8347	1.51801	1.08603	3.12154	1.73323	0.856464	2.67697	0.219198
FLCN	4.85858	4.9403	5.88004	7.88736	3.12806	6.08809	7.11074	8.23354	8.20001	12.5839
COPS3	19.2927	28.7185	32.4439	30.4934	16.8737	40.1508	34.6597	19.5562	22.4645	21.2224
MED9	3.48121	3.87592	1.80875	1.5791	7.92622	3.93118	2.59669	2.70698	6.33569	0.491381
RASD1	7.56534	14.4095	22.0223	4.82595	8.67583	15.5314	28.809	5.73958	7.68598	9.95781
PEMT	16.3363	5.07834	27.1143	24.0475	14.7621	7.10685	4.68717	32.0049	12.2093	19.4385
RAI1	4.53895	2.37587	1.86137	3.89338	1.03213	1.52742	2.62541	2.76239	4.21989	0.393394
SREBF1	11.836	5.96398	9.59475	7.94365	5.53132	4.5212	11.4946	26.8986	8.63318	17.1774
TOM1L2	6.36639	7.4033	11.6877	8.84317	7.06986	6.01388	10.5654	10.3802	6.26926	12.1329
ATPAF2	5.18559	3.8385	3.5656	3.56765	14.7403	3.83779	2.84307	4.61133	3.19465	4.88276
C17orf39	4.12734	4.37216	2.81863	7.81971	1.30632	6.16217	5.18361	1.70221	4.02274	0.282344
DRG2	8.62699	6.16293	8.53127	8.17911	1.12797	6.13749	13.088	10.3802	6.59223	10.068
ALKBH5	19.0062	28.5231	36.655	16.0834	15.7005	27.9624	34.3073	60.9101	48.2044	42.2713
LLGL1	5.59112	3.86657	5.81218	10.6685	3.81731	6.2361	4.09426	6.20234	4.1177	0.390491
FLII	23.1992	12.0138	12.5438	14.776	1.57697	6.06337	16.8828	19.5488	15.2184	21.1471
SMCR7	3.22561	3.38138	3.91736	6.32625	15.7986	4.90735	5.75278	1.56722	6.45552	0.357104
TOP3A	4.59376	4.23587	3.90286	9.86179	7.99168	3.66651	2.65404	4.18211	3.45714	3.56062
SMCR8	5.23757	5.18433	5.94789	4.93022	7.89347	3.16388	7.34859	4.66406	6.75568	8.0485
SHMT1	2.89763	2.95686	2.40182	18.4085	10.0572	3.94971	2.46162	1.18767	1.97605	0.316458
TRIM16L	1.20472	1.13372	1.08918	7.1603	0	1.4027	0.573883	0.896294	0.530842	0.0188714
FAM18B1	3.84175	2.99705	2.89694	7.55932	10.5267	14.1862	7.1721	2.94626	3.54103	0.387588
PRPSAP2	7.15514	13.7596	21.2655	11.5971	6.43721	25.6534	11.2655	10.6539	7.60726	9.67864
FAM83G	6.05996	2.60856	4.51966	7.1603	1.0539	3.80009	5.98159	4.21127	6.98223	5.52618
EPN2	3.79122	4.82328	4.62193	5.5529	7.76231	3.83779	6.80875	2.81816	3.79167	0.480493
B9D1	4.78891	2.73294	8.32451	3.21458	1.14858	13.1966	5.65909	8.3955	3.61531	9.89389
MFAP4	3.86199	10.9308	7.68612	9.91897	7.33445	2.99213	15.5935	1.17582	2.78289	0.0638722
ALDH3A2	24.6483	30.6615	30.282	27.7219	17.703	33.561	33.2942	14.5339	8.06734	31.7568
